घुस करना	घुस कर रहे थे	V;1;PL;PROG;PST;MASC
ख़तना करना	ख़तना किता हो	V;2;SG;IMP;INFM
इलाज करना	इलाज किया होता	V;3;SG;PRF;LGSPEC4;MASC
डाउनलोड करना	डाउनलोड कर रहा होता	V;2;SG;PROG;LGSPEC4;MASC
गान करना	गान करती होती	V;2;SG;HAB;LGSPEC4;FEM
रहना	रहती थीं	V;3;PL;HAB;PST;FEM
सुनाना	सुना रहे हो	V;2;PL;PROG;PRS;MASC
छुड़ाना	छुड़ाई हो	V;2;PL;SBJV;FEM
अपलोड करना	अपलोड करती थी	V;2;SG;HAB;PST;FEM
चूमना	चूमई हों	V;3;PL;PRF;SBJV;FEM
छोड़ना	छोड़ी होती	V;1;PL;PRF;LGSPEC4;FEM
उड़ना	उड़ई हो	V;2;PL;PRF;SBJV;FEM
उड़ना	उड़ रहे होते	V;3;PL;PROG;LGSPEC4;MASC
थामना	थाम रहा होता	V;2;SG;PROG;LGSPEC4;MASC
बीतना	बीत रही हैं	V;1;PL;PROG;PRS;FEM
बिखरना	बिखर रही होंगी	V;3;PL;PROG;LGSPEC3;FEM
कसना	कस रहा था	V;2;SG;PROG;PST;MASC
तरसना	तरस रहे हैं	V;1;PL;PROG;PRS;MASC
छोड़ना	छोड़ता हो	V;2;SG;IMP;FORM
कहना	कह रहे हो	V;2;PL;PROG;PRS;MASC
सूखना	सूखई हो	V;3;SG;PRF;SBJV;FEM
चोट करना	चोट करता होता	V;1;SG;HAB;LGSPEC4;MASC
पढ़ाना	पढ़ाता था	V;1;SG;HAB;PST;MASC
आश्चर्य करना	आश्चर्य किये होंगे	V;3;PL;PRF;LGSPEC3;MASC
छोड़ना	छोड़ा होगा	V;2;SG;PRF;LGSPEC3;MASC
खाँसना	खाँसती है	V;2;SG;HAB;PRS;FEM
छापना	छा रही हों	V;1;PL;SBJV;FEM
उछलना	उछली होती	V;1;PL;PRF;LGSPEC4;FEM
फूँकना	फूँकया होता	V;1;SG;PRF;LGSPEC4;MASC
अंछर मारना	अंछर मार रहे होंगे	V;3;PL;PROG;LGSPEC3;MASC
मरोड़ना	मरोड़ रहा था	V;3;SG;PROG;PST;MASC
इलाज करना	इलाज किये होंगे	V;3;PL;PRF;LGSPEC3;MASC
कूटना	कूटता होगा	V;3;SG;HAB;LGSPEC3;MASC
बचना	बचती हो	V;2;SG;HAB;SBJV;FEM
आग्रह करना	आग्रह करती थीं	V;3;PL;HAB;PST;FEM
प्रेम करना	प्रेम कर रही होती	V;2;SG;PROG;LGSPEC4;FEM
उड़ाना	उड़ाये थें	V;1;PL;PRF;PST;MASC
पकना	पकता होता	V;1;SG;HAB;LGSPEC4;MASC
नहाना	यह सझाएंगे	V;1;PL;SBJV
उड़ना	यड़ रहेंगे	V;3;PL;SBJV;MASC
पिटना	पिट रहा था	V;1;SG;PROG;PST;MASC
रोना	रोता था	V;2;SG;HAB;PST;MASC
पकना	पकी होगी	V;2;PL;PRF;LGSPEC3;FEM
छीनना	छीनता हूँ	V;1;SG;HAB;PRS;MASC
उतारना	उतारा है	V;3;SG;PRF;PRS;MASC
चुम्बन करना	चुम्बन कर रहे होते	V;3;PL;PROG;LGSPEC4;MASC
लू करना	लू कर रही होती	V;3;PL;PROG;LGSPEC4;FEM
पलटना	पलू तुलाएगी	V;2;SG;SBJV;FEM
घुस करना	घुस करती हो	V;3;SG;HAB;SBJV;FEM
भौंह चढ़ाना	भौंह चढ़ाये होते	V;3;PL;PRF;LGSPEC4;MASC
बांधना	ये निकलेंगे	V;3;PL;SBJV
पड़ना	पड़े हों	V;1;PL;PRF;SBJV;MASC
नफ़रत करना	नफ़रत कियी थी	V;3;SG;PRF;PST;FEM
मिटना	मिटती	V;V.PTCP;FEM;PL;PFV
गिरफ़्तार करना	गिरफ़्तार कर रही हूँगी	V;1;SG;PROG;LGSPEC3;FEM
ख़रीदना	ख़रीदा था	V;2;SG;PRF;PST;MASC
बिलबिलाना	बिलबिलाई हूँ	V;1;SG;PRF;SBJV;FEM
अंगारे उगलना	अंगारे उगलती है	V;3;SG;HAB;PRS;FEM
सुस्ताना	सुस्ताता होगा	V;3;SG;HAB;LGSPEC3;MASC
अंगारा होना	अंगारा हो रहा हूँ	V;1;SG;PROG;SBJV;MASC
छोड़ना	छोड़ रही होगी	V;2;PL;PROG;LGSPEC3;FEM
कहना	कह रहा होता	V;1;SG;PROG;LGSPEC4;MASC
पकना	पकती	V;V.PTCP;FEM;PL;IPFV
सहमाना	सहमाते थे	V;1;PL;HAB;PST;MASC
बिकना	बिकती होगी	V;3;SG;HAB;LGSPEC3;FEM
झूमना	झूम रही हैं	V;3;PL;PROG;PRS;FEM
बिखरना	बिखर रहीं	V;1;PL;SBJV;FEM
जाना	जाती थीं	V;1;PL;HAB;PST;FEM
तरसना	तरसा होगा	V;2;SG;PRF;LGSPEC3;MASC
पढ़ाना	पढ़ाती	V;V.PTCP;FEM;SG;IPFV
तैरना	तैर रही होगी	V;2;PL;PROG;LGSPEC3;FEM
आरम्भ करना	आरम्भ कर रही है	V;1;SG;PROG;PRS;FEM
हिलना	हिल रहे हो	V;2;PL;PROG;PRS;MASC
इनकार करना	इनकार करता	V;NFIN;LGSPEC2
चाटना	चाटी हूँ	V;1;SG;PRF;SBJV;FEM
पिटना	पिटते होते	V;3;PL;HAB;LGSPEC4;MASC
अनुवाद करना	अनुवाद कियी हो	V;2;PL;PRF;SBJV;FEM
हिलना	हिलती होगी	V;2;SG;HAB;LGSPEC3;FEM
झाँकना	झाँक रही हों	V;3;PL;PROG;SBJV;FEM
चूसना	चूसती हो	V;2;PL;HAB;PRS;FEM
झांकना	झांकती थीं	V;2;PL;HAB;PST;FEM
रहना	रहता है	V;3;SG;HAB;PRS;MASC
इंतज़ार करना	इंतज़ार कर रहे थे	V;3;PL;PROG;PST;MASC
इंतज़ार करना	इंतज़ार कर रहा हूँगा	V;1;SG;PROG;LGSPEC3;MASC
ठीक करना	ठीक करते होते	V;2;PL;HAB;LGSPEC4;MASC
हस्तमैथुन करना	हस्तमैथुन कर रही थी	V;3;SG;PROG;PST;FEM
चुसना	चुस रही होती	V;1;SG;PROG;LGSPEC4;FEM
फैलना	फैलते थे	V;1;PL;HAB;PST;MASC
टपकना	टपकती हों	V;3;PL;HAB;SBJV;FEM
पढ़ना	पढ़ना	V;NFIN;LGSPEC2
बर्दाश्त करना	बर्दाश्त कर रहा है	V;2;SG;PROG;PRS;MASC
चुनना	चुन रही थीं	V;3;PL;PROG;PST;FEM
ऐश करना	ऐश करती होती	V;2;SG;HAB;LGSPEC4;FEM
लौटना	लौटती हैं	V;3;PL;HAB;PRS;FEM
बिकना	बिक रही हों	V;1;PL;PROG;SBJV;FEM
काटना	काटये होते	V;3;PL;PRF;LGSPEC4;MASC
उठाना	उठाा था	V;1;SG;PRF;PST;MASC
त्यागना	त्यागी थीं	V;3;PL;PRF;PST;FEM
बाँधना	बाँध रही हो	V;2;SG;PROG;SBJV;FEM
अपलोड करना	हपलोड सिये हों	V;1;PL;SBJV;MASC
खोलना	खोलई हो	V;3;SG;PRF;SBJV;FEM
तरसना	तरसई हों	V;3;PL;PRF;SBJV;FEM
प्राप्त करना	प्राप्त कर रहा होता	V;2;SG;PROG;LGSPEC4;MASC
छीपना	छीपता होता	V;1;SG;HAB;LGSPEC4;MASC
अंगारा हो जाना	अंगारा हो जा रही हो	V;2;PL;PROG;PRS;FEM
पूछना	पूछी होंगी	V;1;PL;PRF;LGSPEC3;FEM
छिपाना	छिपाती	V;V.PTCP;FEM;PL;IPFV
पीना	पीता हूँगा	V;1;SG;HAB;LGSPEC3;MASC
रुकना	रुकया था	V;1;SG;PRF;PST;MASC
सड़ना	सड़ती हो	V;3;SG;HAB;SBJV;FEM
सहमाना	सहमा रही होती	V;3;SG;PROG;LGSPEC4;FEM
जमना	जमती थीं	V;1;PL;HAB;PST;FEM
इलाज करना	इलाज कर रही थी	V;2;SG;PROG;PST;FEM
छीलना	ये नकलेंगी	V;3;PL;SBJV;FEM
रौशन करना	रौन किया था	V;3;SG;PRF;PST;MASC
चलना	चलती हो	V;2;PL;HAB;SBJV;FEM
पहुँचना	पहुँच रहे हों	V;3;PL;PROG;SBJV;MASC
डूबना	डूबती हूँ	V;1;SG;HAB;PRS;FEM
छींकना	छींकते थे	V;1;PL;HAB;PST;MASC
जोड़ना	जोड़ रही होगी	V;3;SG;PROG;LGSPEC3;FEM
दिलाना	दिलाई होती	V;2;SG;PRF;LGSPEC4;FEM
खोलना	यह टपके	V;3;SG;SBJV
छीपना	छीप रहे होंगे	V;3;PL;PROG;LGSPEC3;MASC
चोरी करना	चोरी कर रही थी	V;1;SG;PROG;PST;FEM
बन्द करना	बन्द किया था	V;1;SG;PRF;PST;MASC
खोजना	खोज रही हो	V;3;SG;PROG;SBJV;FEM
उड़ना	उड़ी होती	V;2;PL;PRF;LGSPEC4;FEM
रोकना	रोकये होते	V;1;PL;PRF;LGSPEC4;MASC
सेक्स करना	सेक्स कर रही होगी	V;3;SG;PROG;LGSPEC3;FEM
हंसना	हंस रहा होता	V;3;SG;PROG;LGSPEC4;MASC
पहुँचना	पहुँचते	V;V.PTCP;MASC;PL;IPFV
भेजना	भेज रहा है	V;3;SG;PROG;PRS;MASC
चुनना	चुनी होती	V;1;SG;PRF;LGSPEC4;FEM
पलटना	हल सझाएंगे	V;1;PL;SBJV
नशा करना	नशा करता	V;V.PTCP;MASC;SG;IPFV
पिघलना	पिघलता होता	V;1;SG;HAB;LGSPEC4;MASC
भूलना	भूल रहा हो	V;2;SG;PROG;SBJV;MASC
अंगारा होना	अंगारा हो रहा होता	V;1;SG;PROG;LGSPEC4;MASC
जलाना	जलाते हो	V;2;PL;HAB;SBJV;MASC
लड़ना	हड सझाएंगे	V;1;PL;SBJV
याद करना	तू बनाए	V;2;SG;SBJV
कमाना	कमा रही थीं	V;2;PL;PROG;PST;FEM
साफ़ करना	साफ़ करती होंगी	V;3;PL;HAB;LGSPEC3;FEM
मिलाना	मिला रहा था	V;1;SG;PROG;PST;MASC
पढ़ना	पढ़ता है	V;2;SG;HAB;PRS;MASC
प्रारम्भ करना	प्रारम्भ किया था	V;2;SG;PRF;PST;MASC
बटोरना	बटोर रही थीं	V;3;PL;PROG;PST;FEM
भागना	भाग रहे होंगे	V;3;PL;PROG;LGSPEC3;MASC
अंगारा होना	अंगारा हो रही होगी	V;2;SG;PROG;LGSPEC3;FEM
झांकना	झांक रही थीं	V;3;PL;PROG;PST;FEM
दिलाना	दिला रही होंगी	V;3;PL;PROG;LGSPEC3;FEM
सड़ना	सड़ती है	V;2;SG;HAB;PRS;FEM
नफ़रत करना	नफ़रत कर रही हो	V;2;SG;PROG;SBJV;FEM
रोना	रोते होते	V;1;PL;HAB;LGSPEC4;MASC
जमा करना	जमा किया होता	V;2;SG;PRF;LGSPEC4;MASC
बकना	बकी होंगी	V;1;PL;PRF;LGSPEC3;FEM
चूसना	चूस रहा हूँ	V;1;SG;PROG;SBJV;MASC
अपना पालक पनीर देखना	अपना पालक पनीर देख रहे होते	V;3;PL;PROG;LGSPEC4;MASC
सूजना	सूज रही होगी	V;2;PL;PROG;LGSPEC3;FEM
हटना	हटती हो	V;V.PTCP;FEM;SG;PFV
शुक्रिया करना	शुक्रिया कर रही हैं	V;1;PL;PROG;PRS;FEM
चमकना	चमके हों	V;3;PL;PRF;SBJV;MASC
चोदना	चोद रहे होगे	V;2;PL;PROG;LGSPEC3;MASC
निखारना	निखारये होते	V;1;PL;PRF;LGSPEC4;MASC
हगना	हगी थी	V;3;SG;PRF;PST;FEM
भौंकना	भौ तिलले	V;2;PL;SBJV;FEM
छींकना	छींकये होते	V;2;PL;PRF;LGSPEC4;MASC
संभोग करना	संभोग कर रहा है	V;2;SG;PROG;PRS;MASC
इस्तेमाल करना	इस्तेमाल करना	V;NFIN;LGSPEC1
लटकना	लटकते होते	V;3;PL;HAB;LGSPEC4;MASC
भौंह चढ़ाना	भौंह चढ़ाती हो	V;2;PL;HAB;SBJV;FEM
गुणा करना	गुणा करता है	V;2;SG;HAB;PRS;MASC
ख़रीदना	ख़रीदी थीं	V;2;PL;PRF;PST;FEM
उबलना	उबलती होती	V;2;PL;HAB;LGSPEC4;FEM
उलटी करना	उलटी कर रही थी	V;1;SG;PROG;PST;FEM
आराम करना	आराम करी हूँगी	V;1;SG;PRF;LGSPEC3;FEM
पिघलना	पिघल रहा होगा	V;2;SG;PROG;LGSPEC3;MASC
पीटना	पीटये थे	V;2;PL;PRF;PST;MASC
लूटना	लूटता	V;V.PTCP;MASC;SG;IPFV
प्यार करना	प्यार की हैं	V;3;PL;PRF;PRS;FEM
बजाना	बजाते होंगे	V;1;PL;HAB;LGSPEC3;MASC
प्रारम्भ करना	प्रारम्भकरी होगी	V;2;SG;PRF;LGSPEC3;FEM
बांधना	तू बनाए	V;2;SG;SBJV
हंसना	हंसती थीं	V;3;PL;HAB;PST;FEM
तौबा करना	तौबा कर रही है	V;1;SG;PROG;PRS;FEM
बोलना	बोलती होती	V;3;PL;HAB;LGSPEC4;FEM
उबलना	उबलती होगी	V;2;PL;HAB;LGSPEC3;FEM
पिघलना	पिघल रही होती	V;1;PL;PROG;LGSPEC4;FEM
छापना	छापा था	V;3;SG;PRF;PST;MASC
हल चलाना	हल चलाये होते	V;1;PL;PRF;LGSPEC4;MASC
बनाना	बनाता हूँगा	V;1;SG;HAB;LGSPEC3;MASC
भौंह चढ़ाना	भौंह चढ़ाा होगा	V;2;SG;PRF;LGSPEC3;MASC
छीपना	छीपे थें	V;3;PL;PRF;PST;MASC
लूटना	ये सेकेंगे	V;3;PL;SBJV;MASC
तरसना	तरसती	V;V.PTCP;FEM;SG;IPFV
टूटना	टूटते होते	V;1;PL;HAB;LGSPEC4;MASC
डलवाना	डलवा रहे थे	V;2;PL;PROG;PST;MASC
प्यार करना	प्यार करया हूँगा	V;1;SG;PRF;LGSPEC3;MASC
छीलना	छीलई हों	V;3;PL;PRF;SBJV;FEM
रुकना	रुकना	V;NFIN;LGSPEC1
डाउनलोड करना	डाउनलोड करते होते	V;1;PL;HAB;LGSPEC4;MASC
खड़ा करना	खड़ा कियी थीं	V;2;PL;PRF;PST;FEM
पकना	पक रहा हूँ	V;1;SG;PROG;PRS;MASC
छुड़ाना	छये निकलेंगी	V;3;PL;SBJV;FEM
पिघलना	पिघलती	V;V.PTCP;FEM;PL;IPFV
सुनाना	सुना रहे थें	V;3;PL;PROG;PST;MASC
बाटना	बाटा हो	V;2;SG;PRF;SBJV;MASC
सूंघना	सूंघ रही हो	V;2;SG;PROG;SBJV;FEM
पकाना	पकाता हो	V;2;SG;HAB;SBJV;MASC
लगना	ला हो	V;3;SG;SBJV
जमना	जम रहा था	V;3;SG;PROG;PST;MASC
बकना	बक रही होती	V;3;SG;PROG;LGSPEC4;FEM
खोजना	योजा हो	V;3;SG;SBJV;MASC
शिकार करना	शिकार किये हैं	V;3;PL;PRF;PRS;MASC
चुसना	चुस रहा हूँ	V;1;SG;PROG;SBJV;MASC
आदर करना	आदर कर रही हो	V;2;PL;PROG;PRS;FEM
रखना	रखती	V;V.PTCP;FEM;PL;PFV
प्रारम्भ करना	प्रारम्भकरता हो	V;2;SG;IMP;FORM
हगना	हगी होती	V;1;SG;PRF;LGSPEC4;FEM
बेचना	बेच रहा था	V;2;SG;PROG;PST;MASC
जाना	जाती थी	V;2;SG;HAB;PST;FEM
ख़रीदना	ख़रीदती होती	V;2;PL;HAB;LGSPEC4;FEM
घुमाना	घुमा रही होगी	V;2;PL;PROG;LGSPEC3;FEM
पढ़ाना	पढ़ाी होंगी	V;3;PL;PRF;LGSPEC3;FEM
घुस करना	घुस कर रहे होंगे	V;3;PL;PROG;LGSPEC3;MASC
छेड़ना	छेड़ रही होगी	V;2;PL;PROG;LGSPEC3;FEM
झगड़ना	झगड़ रहे होगे	V;2;PL;PROG;LGSPEC3;MASC
ठगना	ठगा हो	V;3;SG;PRF;SBJV;MASC
बाटना	बाट रहे होते	V;2;PL;PROG;LGSPEC4;MASC
अंगारा हो जाना	अंगारा हो जाती	V;V.PTCP;FEM;SG;IPFV
विश्लेषण करना	विश्लेषण किये हैं	V;3;PL;PRF;PRS;MASC
खोना	खोी हूँ	V;1;SG;PRF;SBJV;FEM
बनना	बन रही होगी	V;2;PL;PROG;LGSPEC3;FEM
चमकना	चमकये होते	V;3;PL;PRF;LGSPEC4;MASC
बचाना	बचा रही होती	V;2;SG;PROG;LGSPEC4;FEM
कुरेदना	कुरेदए हो	V;2;PL;PRF;SBJV;MASC
झूठ बोलना	झूठ बोल रहा हूँ	V;1;SG;PROG;LGSPEC3;MASC
नागरिक बनाना	नागरिक बनाती थीं	V;1;PL;HAB;PST;FEM
मुड़ना	मुड़ी होंगी	V;3;PL;PRF;LGSPEC3;FEM
पसीजना	पसीजए हो	V;2;PL;PRF;SBJV;MASC
मक्खन लगाना	मक्खन लगाती होती	V;1;PL;HAB;LGSPEC4;FEM
प्यार करना	प्यार कियी होगी	V;2;PL;PRF;LGSPEC3;FEM
बाटना	बाट रही थी	V;1;SG;PROG;PST;FEM
जानना	जान रही थी	V;2;SG;PROG;PST;FEM
अंगारा होना	अंगारा होी होंगी	V;1;PL;PRF;LGSPEC3;FEM
दोहराना	दोहराती होती	V;3;PL;HAB;LGSPEC4;FEM
भूलना	भूला हो	V;3;SG;PRF;SBJV;MASC
लूटना	लूटती होती	V;1;PL;HAB;LGSPEC4;FEM
बनाना	तत ननलेंगी	V;2;PL;SBJV;FEM
ठीक करना	ठीक कियी होती	V;1;SG;PRF;LGSPEC4;FEM
खोना	खोते होते	V;2;PL;PRF;LGSPEC4;MASC
लगना	लगे होगे	V;2;PL;PRF;LGSPEC3;MASC
चिल्लाना	चिल्ला रहे होंगे	V;3;PL;PROG;LGSPEC3;MASC
मिटना	मिट रही हो	V;2;SG;PROG;SBJV;FEM
सुस्ताना	सुस्ताता है	V;2;SG;HAB;PRS;MASC
नशा करना	नशा कर रही हो	V;2;SG;PROG;SBJV;FEM
चुकना	चू तूँ	V;1;SG;SBJV;FEM
बजाना	बजाी होगी	V;3;SG;PRF;LGSPEC3;FEM
पूछना	पूछे होगे	V;2;PL;PRF;LGSPEC3;MASC
नागरिक बनाना	नागरिक बना रहे हैं	V;1;PL;PROG;PRS;MASC
स्वप्न देखना	स्वप्न देख रहे हैं	V;1;PL;PROG;PRS;MASC
प्रारम्भ करना	प्ये होंगे	V;3;PL;SBJV;MASC
पलटना	पलटे हों	V;3;PL;PRF;SBJV;MASC
बाँधना	बाँधती हूँगी	V;1;SG;HAB;LGSPEC3;FEM
सीखना	सीखता हो	V;3;SG;HAB;SBJV;MASC
चूसना	चूस रही होती	V;3;SG;PROG;LGSPEC4;FEM
झाँकना	ताँकई हो	V;2;PL;SBJV;FEM
पीना	पी रही हो	V;2;PL;PROG;SBJV;FEM
गिरफ़्तार करना	गिरफ़्तार करी हूँ	V;1;SG;PRF;PRS;FEM
मतलब होना	मतलब हो रही है	V;2;SG;PROG;PRS;FEM
इंतज़ार करना	इंतज़ार कियी होती	V;2;SG;PRF;LGSPEC4;FEM
तैयार करना	तैयार कर रहा हो	V;3;SG;PROG;SBJV;MASC
फिसलना	फिसलई हों	V;3;PL;PRF;SBJV;FEM
पढ़ाना	पढ़ाती हों	V;1;PL;HAB;SBJV;FEM
झुकना	झुकता था	V;1;SG;HAB;PST;MASC
पहचानना	पहचानता हो	V;2;SG;HAB;SBJV;MASC
प्राप्त करना	प्राप्त करती हो	V;2;SG;HAB;SBJV;FEM
पढ़ना	पढ़ता था	V;3;SG;HAB;PST;MASC
लटकना	लटक रहे होंगे	V;3;PL;PROG;LGSPEC3;MASC
खड़ा करना	खड़ा करती होती	V;2;PL;HAB;LGSPEC4;FEM
ख़तना करना	ख़तना किया था	V;1;SG;PRF;PST;MASC
निकलना	निकलई हो	V;2;SG;PRF;SBJV;FEM
तैराना	तैराते होते	V;3;PL;HAB;LGSPEC4;MASC
छोड़ना	छल़ती हो	V;2;SG;SBJV;FEM
दोहराना	दोहराी थी	V;1;SG;PRF;PST;FEM
इंतज़ार करना	इंतज़ार करते होते	V;2;PL;HAB;LGSPEC4;MASC
रौशन करना	रौशन करते हों	V;3;PL;HAB;SBJV;MASC
खेलना	खेल रहा होगा	V;2;SG;PROG;LGSPEC3;MASC
बचाना	तू बनाए	V;2;SG;SBJV
त्यागना	त्यागती हूँ	V;1;SG;HAB;PRS;FEM
टेंटुआ दबाना	टेंटुआ दबाती हो	V;2;PL;HAB;SBJV;FEM
सीखना	सीख रहा होगा	V;2;SG;PROG;LGSPEC3;MASC
कहना	कहती थी	V;2;SG;HAB;PST;FEM
अंगारे उगलना	अंगारे उगल रही थीं	V;2;PL;PROG;PST;FEM
दबाना	दबाया होता	V;3;SG;PRF;LGSPEC4;MASC
तैराना	तैराया हूँगा	V;1;SG;PRF;LGSPEC3;MASC
बेचना	बेच रही हों	V;1;PL;PROG;SBJV;FEM
तैरना	तैरई हो	V;2;PL;PRF;SBJV;FEM
मरोड़ना	मरोड़ई हो	V;2;PL;PRF;SBJV;FEM
ठगना	ठगई हों	V;3;PL;PRF;SBJV;FEM
रखना	रख रही है	V;2;SG;PROG;PRS;FEM
लौटना	लौा हूँगा	V;1;SG;PRF;LGSPEC3;MASC
रुकना	 समझाएंगी	V;1;PL;SBJV
रहना	रहए हो	V;2;PL;PRF;SBJV;MASC
बिखरना	बिखर रही थीं	V;3;PL;PROG;PST;FEM
हारना	तारए हो	V;2;PL;SBJV
आग्रह करना	अआररे किये हैं	V;3;PL;PRF;PRS;MASC
टेंटुआ दबाना	टेंटुआ दबाती होती	V;3;SG;HAB;LGSPEC4;FEM
अपना पालक पनीर देखना	अपना पालक पनीर देखयी होती	V;1;PL;PRF;LGSPEC4;FEM
धड़कना	धड़का हूँ	V;1;SG;PRF;PRS;MASC
उलटी करना	उलटी करता	V;NFIN;LGSPEC2
टेंटुआ दबाना	टेंटुआ दबाती होती	V;2;SG;HAB;LGSPEC4;FEM
छोड़ना	छोड़ते थे	V;1;PL;HAB;PST;MASC
अंछर मारना	अंछर मारती हूँ	V;1;SG;SBJV;FEM
बचाना	बचाते हों	V;3;PL;HAB;SBJV;MASC
उतरना	ये सेकेंगे	V;3;PL;SBJV;MASC
जमना	जमती	V;V.PTCP;FEM;PL;PFV
ग़लत करना	ग़लत करी है	V;3;SG;PRF;PRS;FEM
सामने आना	सामने आते थे	V;3;PL;HAB;PST;MASC
ग़लत करना	ग़लत करा है	V;2;SG;PRF;PRS;MASC
अंगारा होना	अंगारा होते हो	V;2;PL;HAB;SBJV;MASC
जलाना	जलाई होती	V;3;SG;PRF;LGSPEC4;FEM
कूटना	कूटी होंगी	V;3;PL;PRF;LGSPEC3;FEM
ना करना	ना किया था	V;1;SG;PRF;PST;MASC
निकलना	निकलता हूँगा	V;1;SG;HAB;LGSPEC3;MASC
खेलना	खेल रहींगी	V;2;PL;SBJV;FEM
सुधार करना	सुधार करता हूँ	V;1;SG;HAB;SBJV;MASC
बर्दाश्त करना	बर्दाश्त करते होंगे	V;1;PL;HAB;LGSPEC3;MASC
समझना	समझ रहे थें	V;3;PL;PROG;PST;MASC
माफ़ करना	माफ़ कियी होती	V;3;SG;PRF;LGSPEC4;FEM
सड़ना	सड़ रहा हो	V;2;SG;PROG;SBJV;MASC
बात करना	बात कर रहे थे	V;3;PL;PROG;PST;MASC
विश्लेषण करना	विश्लेषण कियी होगी	V;3;SG;PRF;LGSPEC3;FEM
मनाना	मना रही हूँ	V;1;SG;PROG;PRS;FEM
बहना	बह रहे होगे	V;2;PL;PROG;LGSPEC3;MASC
चोरी करना	चोरी करती होती	V;1;PL;HAB;LGSPEC4;FEM
कंघी करना	कंघी कर रही हों	V;3;PL;PROG;SBJV;FEM
मक्खन लगाना	मक्खन लिाई हों	V;3;PL;PRF;SBJV;FEM
अंगारों पर पैर रखना	अंगारों पर पैर रखते हों	V;1;PL;HAB;SBJV;MASC
डाउनलोड करना	डाउनलोड किया होता	V;2;SG;PRF;LGSPEC4;MASC
गान करना	गान करती हो	V;2;SG;HAB;SBJV;FEM
झूलना	झूलते होगे	V;2;PL;HAB;LGSPEC3;MASC
हंसना	हंसता हो	V;2;SG;HAB;SBJV;MASC
रखना	रखी थी	V;2;SG;PRF;PST;FEM
पाना	पा रहे होते	V;3;PL;PROG;LGSPEC4;MASC
मिलाना	मिलाई हो	V;2;PL;SBJV;FEM
चढ़ाना	चढ़ा रही है	V;2;SG;PROG;PRS;FEM
तैयार करना	तैयार करता होता	V;1;SG;HAB;LGSPEC4;MASC
मक्खन लगाना	मकबन किाए हो	V;2;PL;SBJV
उड़ाना	उड़ाई होती	V;1;PL;PRF;LGSPEC4;FEM
सहायता करना	सहायता की हैं	V;3;PL;PRF;PRS;FEM
खेलना	खेलता था	V;1;SG;HAB;PST;MASC
झूमना	यह टपके	V;3;SG;SBJV
नफ़रत करना	नफ़रत कर रही हैं	V;3;PL;PROG;PRS;FEM
दबाना	दबा रहे थें	V;3;PL;PROG;PST;MASC
प्रेम करना	प्रेम करती होंगी	V;3;PL;HAB;LGSPEC3;FEM
याद करना	याद कर रहा होता	V;1;SG;PROG;LGSPEC4;MASC
जाना	जाई हो	V;2;SG;PRF;SBJV;FEM
रचना	रचते होते	V;1;PL;HAB;LGSPEC4;MASC
रोकना	रोक रही है	V;1;SG;PROG;PRS;FEM
बहना	बहता	V;V.PTCP;MASC;SG;IPFV
सुधार करना	सुधार कर रही है	V;3;SG;PROG;PRS;FEM
चुसना	चुस रहे होंगे	V;3;PL;PROG;LGSPEC3;MASC
लू करना	लू कर रही होंगी	V;3;PL;PROG;LGSPEC3;FEM
खड़ा करना	खड़ा कर रही होती	V;3;SG;PROG;LGSPEC4;FEM
छोड़ना	छोड़ता था	V;3;SG;HAB;PST;MASC
दिलाना	दिलाी हूँगी	V;1;SG;PRF;LGSPEC3;FEM
ठीक करना	यह दपके	V;3;SG;SBJV
पलटना	पलटी है	V;3;SG;PRF;PRS;FEM
आरम्भ करना	आम्भ कियी थी	V;3;SG;PRF;PST;FEM
ऐसी तैसी करना	ऐसी तैसी करता था	V;2;SG;HAB;PST;MASC
गिरफ़्तार करना	गिरफ़्तार करते होते	V;2;PL;HAB;LGSPEC4;MASC
सुधार करना	सुधार किते	V;2;PL;IMP;FORM
चोट करना	चोट करता होता	V;2;SG;HAB;LGSPEC4;MASC
पिघलना	पिघली होगी	V;2;SG;PRF;LGSPEC3;FEM
फैलना	फैल रही थी	V;2;SG;PROG;PST;FEM
झूठ बोलना	झूठ बोलता होगा	V;2;SG;HAB;LGSPEC3;MASC
नशा करना	नशा कर रहा होता	V;3;SG;PROG;LGSPEC4;MASC
निर्माण करना	निर्माण किये थे	V;2;PL;PRF;PST;MASC
चाहना	चाह रहा था	V;2;SG;PROG;PST;MASC
मिटना	मिट रहे होंगे	V;3;PL;PROG;LGSPEC3;MASC
मिलाना	मिलाा था	V;2;SG;PRF;PST;MASC
मनाना	मनाई होती	V;3;SG;PRF;LGSPEC4;FEM
अंगारों पर पैर रखना	अंगारों पर पैर रख रहे हों	V;1;PL;PROG;SBJV;MASC
हिलना	हिल रहा था	V;2;SG;PROG;PST;MASC
प्रयत्न करना	प्रयत्न करती होती	V;3;PL;HAB;LGSPEC4;FEM
उबलना	उबल रहे होते	V;3;PL;PROG;LGSPEC4;MASC
रोकना	रोके हैं	V;3;PL;PRF;PRS;MASC
निभाना	निभाता था	V;1;SG;HAB;PST;MASC
बात करना	बात कियी हो	V;2;SG;PRF;SBJV;FEM
स्थापित करना	त्थापित किये हो	V;2;PL;SBJV
गुणा करना	गुणा कर रहे होंगे	V;1;PL;PROG;LGSPEC3;MASC
